"data_type_code";"version_id";"description";"length";"anchor";"owl_gen"
"TM";2;"TIME";6;;0
"TM";3;"TIME";;;0
"TM";4;"Time";0;"ch2fin.html#Heading202";0
"TM";5;"Time";;;0
"TM";6;"Time";;"ch02A.html#Heading461";0
"TM";7;"Time";;"ch02a.html#Heading452";0
"TM";8;"Time";;"ch02a.html#Heading490";0
"TM";9;"Time";;"ch02a.html#Heading463";0
"TM";10;"TM";;"ch02A.html#Heading730";0
"TM";60;"Time";;"ch02A.html#Heading461";0
"TM";61;"Time";;"ch02a.html#Heading461";0
"TM";81;"Time";;"ch02a.html#Heading430";0
"TM";91;"Time";;"ch02a.html#Heading463";0
"TM";92;"Time";;"ch02a.html#Heading468";0
"TN";1;"TELEPHONE NUMBER";0;;0
"TN";2;"TELEPHONE NUMBER";0;;0
"TN";3;"TELEPHONE NUMBER";;;0
"TN";4;"Telephone number";0;"ch2fin.html#Heading203";0
"TN";5;"Telephone number";;;0
"TQ";2;"TIMING / QUANTITY";0;;0
"TQ";3;"TIMING / QUANTITY";;;0
"TQ";4;"Timing/quantity";0;"ch2fin.html#Heading204";0
"TQ";5;"Timing/quantity";;;0
"TQ";6;"Timing Quantity";;"ch02A.html#Heading462";0
"TQ";7;"Timing Quantity";;"ch02a.html#Heading453";0
"TQ";60;"Timing Quantity";;"ch02A.html#Heading462";0
"TQ";61;"Timing Quantity";;"ch02a.html#Heading462";0
"TS";1;"TIME STAMP";19;;0
"TS";2;"TIME STAMP";19;;0
"TS";3;"TIME STAMP";19;;0
"TS";4;"Time stamp";0;"ch2fin.html#Heading205";0
"TS";5;"Time stamp";;;0
"TS";6;"Time Stamp";;"ch02A.html#Heading476";0
"TS";7;"Time Stamp";;"ch02a.html#Heading467";0
"TS";20;"Timestamp";;;0
"TS";60;"Time Stamp";;"ch02A.html#Heading476";0
"TS";61;"Time Stamp";;"ch02a.html#Heading476";0
"TS";540;"Timestamp";;;0
"TS";630;"Timestamp";;;0
"TX";1;"TEXT";0;;0
"TX";2;"TEXT";0;;0
"TX";3;"TEXT";;;0
"TX";4;"Text data";0;"ch2fin.html#Heading206";0
"TX";5;"Text data";;;0
"TX";6;"Text Data";;"ch02A.html#Heading480";0
"TX";7;"Text Data";;"ch02a.html#Heading468";0
"TX";8;"Text Data";;"ch02a.html#Heading493";0
"TX";9;"Text Data";;"ch02a.html#Heading466";0
"TX";10;"TX";;"ch02A.html#Heading733";0
"TX";60;"Text Data";;"ch02A.html#Heading480";0
"TX";61;"Text Data";;"ch02a.html#Heading480";0
"TX";81;"Text Data";;"ch02a.html#Heading433";0
"TX";91;"Text Data";;"ch02a.html#Heading466";0
"TX";92;"Text Data";;"ch02a.html#Heading471";0
"UVC";4;"Value code and amount";;;0
"UVC";5;"Value code and amount";;;0
"UVC";6;"UB Value Code and Amount";;"ch02A.html#Heading481";0
"UVC";7;"UB Value Code and Amount";;"ch02a.html#Heading469";0
"UVC";8;"UB Value Code and Amount";;"ch02a.html#Heading494";0
"UVC";9;"UB Value Code and Amount";;"ch02a.html#Heading467";0
"UVC";10;"UVC";;"ch02A.html#Heading734";0
"UVC";60;"UB Value Code and Amount";;"ch02A.html#Heading481";0
"UVC";61;"UB Value Code and Amount";;"ch02a.html#Heading481";0
"UVC";81;"UB Value Code and Amount";;"ch02a.html#Heading434";0
"UVC";91;"UB Value Code and Amount";;"ch02a.html#Heading467";0
"UVC";92;"UB Value Code and Amount";;"ch02a.html#Heading472";0
"var";2;"varies";;;0
"var";3;"varies";;;0
"var";4;"varies";;;0
"var";5;"varies";;;0
"var";6;"varies";;;0
"var";7;"varies";;;0
"var";8;"varies";;;0
"var";9;"varies";;;0
"var";10;"varies";;;0
"var";60;"varies";;;0
"var";61;"varies";;;0
"var";81;"varies";;;0
"var";91;"varies";;;0
"var";92;"varies";;;0
"VH";3;"Visiting hours";;;0
"VH";4;"Visiting hours";0;"ch2fin.html#Heading207";0
"VH";5;"Visiting hours";;;0
"VH";6;"Visiting Hours";;"ch02A.html#Heading485";0
"VH";7;"Visiting Hours";;"ch02a.html#Heading473";0
"VH";8;"Visiting Hours";;"ch02a.html#Heading500";0
"VH";9;"Visiting Hours";;"ch02a.html#Heading473";0
"VH";10;"VH";;"ch02A.html#Heading739";0
"VH";60;"Visiting Hours";;"ch02A.html#Heading485";0
"VH";61;"Visiting Hours";;"ch02a.html#Heading485";0
"VH";81;"Visiting Hours";;"ch02a.html#Heading439";0
"VH";91;"Visiting Hours";;"ch02a.html#Heading473";0
"VH";92;"Visiting Hours";;"ch02a.html#Heading478";0
"VID";4;"Version identifier";0;"ch2fin.html#Heading212";0
"VID";5;"Version identifier";;;0
"VID";6;"Version Identifier";;"ch02A.html#Heading491";0
"VID";7;"Version Identifier";;"ch02a.html#Heading479";0
"VID";8;"Version Identifier";;"ch02a.html#Heading506";0
"VID";9;"Version Identifier";;"ch02a.html#Heading479";0
"VID";10;"VID";;"ch02A.html#Heading744";0
"VID";60;"Version Identifier";;"ch02A.html#Heading491";0
"VID";61;"Version Identifier";;"ch02a.html#Heading491";0
"VID";81;"Version Identifier";;"ch02a.html#Heading444";0
"VID";91;"Version Identifier";;"ch02a.html#Heading479";0
"VID";92;"Version Identifier";;"ch02a.html#Heading484";0
"VR";4;"value qualifier";;;0
"VR";5;"value qualifier";;;0
"VR";6;"Value Range";;"ch02A.html#Heading496";0
"VR";7;"Value Range";;"ch02a.html#Heading484";0
"VR";8;"Value Range";;"ch02a.html#Heading511";0
"VR";9;"Value Range";;"ch02a.html#Heading484";0
"VR";10;"VR";;"ch02A.html#Heading748";0
"VR";60;"Value Range";;"ch02A.html#Heading496";0
"VR";61;"Value Range";;"ch02a.html#Heading496";0
"VR";81;"Value Range";;"ch02a.html#Heading448";0
"VR";91;"Value Range";;"ch02a.html#Heading484";0
"VR";92;"Value Range";;"ch02a.html#Heading489";0
"WVI";4;"channel identifier";;;0
"WVI";5;"channel identifier";;;0
"WVI";6;"Channel Identifier";;"ch02A.html#Heading500";0
"WVI";7;"Channel Identifier";;"ch02a.html#Heading488";0
"WVI";8;"Channel Identifier";;"ch02a.html#Heading515";0
"WVI";9;"Channel Identifier";;"ch02a.html#Heading488";0
"WVI";10;"WVI";;"ch02A.html#Heading751";0
"WVI";60;"Channel Identifier";;"ch02A.html#Heading500";0
"WVI";61;"Channel Identifier";;"ch02a.html#Heading500";0
"WVI";81;"Channel Identifier";;"ch02a.html#Heading451";0
"WVI";91;"Channel Identifier";;"ch02a.html#Heading488";0
"WVI";92;"Channel Identifier";;"ch02a.html#Heading493";0
"WVS";4;"wavefrom source";;;0
"WVS";5;"waveform source";;;0
"WVS";6;"Waveform Source";;"ch02A.html#Heading504";0
"WVS";7;"Waveform Source";;"ch02a.html#Heading492";0
"WVS";8;"Waveform Source";;"ch02a.html#Heading519";0
"WVS";9;"Waveform Source";;"ch02a.html#Heading492";0
"WVS";10;"WVS";;"ch02A.html#Heading754";0
"WVS";60;"Waveform Source";;"ch02A.html#Heading504";0
"WVS";61;"Waveform Source";;"ch02a.html#Heading504";0
"WVS";81;"Waveform Source";;"ch02a.html#Heading454";0
"WVS";91;"Waveform Source";;"ch02a.html#Heading492";0
"WVS";92;"Waveform Source";;"ch02a.html#Heading497";0
"XAD";3;"extended address";0;;0
"XAD";4;"Extended address";0;"ch2fin.html#Heading216";0
"XAD";5;"Extended address";;;0
"XAD";6;"Extended Address";;"ch02A.html#Heading508";0
"XAD";7;"Extended Address";;"ch02a.html#Heading496";1
"XAD";8;"Extended Address";;"ch02a.html#Heading523";0
"XAD";9;"Extended Address";;"ch02a.html#Heading496";0
"XAD";10;"XAD";;"ch02A.html#Heading757";0
"XAD";20;"Address";;;0
"XAD";60;"Extended Address";;"ch02A.html#Heading508";0
"XAD";61;"Extended Address";;"ch02a.html#Heading508";0
"XAD";81;"Extended Address";;"ch02a.html#Heading457";0
"XAD";91;"Extended Address";;"ch02a.html#Heading496";0
"XAD";92;"Extended Address";;"ch02a.html#Heading501";0
"XAD";630;"Extended Address";;;0
"XCN";3;"extended composite ID number and name for persons";0;;0
"XCN";4;"Extended composite ID number and name";0;"ch2fin.html#Heading228";0
"XCN";5;"Extended composite ID number and name";;;0
"XCN";6;"Extended Composite ID Number and Name for Persons";;"ch02A.html#Heading524";0
"XCN";7;"Extended Composite ID Number and Name for Persons";;"ch02a.html#Heading521";0
"XCN";8;"Extended Composite ID Number and Name for Persons";;"ch02a.html#Heading548";0
"XCN";9;"Extended Composite ID Number and Name for Persons";;"ch02a.html#Heading521";0
"XCN";10;"XCN";;"ch02A.html#Heading781";0
"XCN";60;"Extended Composite ID Number and Name for Persons";;"ch02A.html#Heading524";0
"XCN";61;"Extended Composite ID Number and Name for Persons";;"ch02a.html#Heading524";0
"XCN";81;"Extended Composite ID Number and Name for Persons";;"ch02a.html#Heading481";0
"XCN";91;"Extended Composite ID Number and Name for Persons";;"ch02a.html#Heading521";0
"XCN";92;"Extended Composite ID Number and Name for Persons";;"ch02a.html#Heading526";0
"XCN";540;"Extended Composite ID Number and Name for Persons";;;0
"XON";3;"extended composite name and identification number for organizations";0;;0
"XON";4;"Extended composite name and ID number for organizations";0;"ch2fin.html#Heading246";0
"XON";5;"Extended composite name and ID number for organizations";;;0
"XON";6;"Extended Composite Name and Identification Number for Organizations";;"ch02A.html#Heading549";0
"XON";7;"Extended Composite Name and Identification Number for Organizations";;"ch02a.html#Heading546";0
"XON";8;"Extended Composite Name and Identification Number for Organizations";;"ch02a.html#Heading575";0
"XON";9;"Extended Composite Name and Identification Number for Organizations";;"ch02a.html#Heading548";0
"XON";10;"XON";;"ch02A.html#Heading807";0
"XON";60;"Extended Composite Name and Identification Number for Organizations";;"ch02A.html#Heading549";0
"XON";61;"Extended Composite Name and Identification Number for Organizations";;"ch02a.html#Heading549";0
"XON";81;"Extended Composite Name and Identification Number for Organizations";;"ch02a.html#Heading507";0
"XON";91;"Extended Composite Name and Identification Number for Organizations";;"ch02a.html#Heading548";0
"XON";92;"Extended Composite Name and Identification Number for Organizations";;"ch02a.html#Heading553";0
"XON";630;"Extended Composite Name and Identification Number for Organizations";;;0
"XPN";3;"extended person name";0;;0
"XPN";4;"Extended person name";0;"ch2fin.html#Heading256";0
"XPN";5;"Extended person name";;;0
"XPN";6;"Extended Person Name";;"ch02A.html#Heading561";0
"XPN";7;"Extended Person Name";;"ch02a.html#Heading558";1
"XPN";8;"Extended Person Name";;"ch02a.html#Heading587";0
"XPN";9;"Extended Person Name";;"ch02a.html#Heading560";0
"XPN";10;"XPN";;"ch02A.html#Heading818";0
"XPN";60;"Extended Person Name";;"ch02A.html#Heading561";0
"XPN";61;"Extended Person Name";;"ch02a.html#Heading561";0
"XPN";81;"Extended Person Name";;"ch02a.html#Heading518";0
"XPN";91;"Extended Person Name";;"ch02a.html#Heading560";0
"XPN";92;"Extended Person Name";;"ch02a.html#Heading565";0
"XTN";3;"Extended telecommunications number";;;0
"XTN";4;"Extended telecommunications number";0;"ch2fin.html#Heading267";0
"XTN";5;"Extended telecommunications number";;;0
"XTN";6;"Extended Telecommunication Number";;"ch02A.html#Heading577";0
"XTN";7;"Extended Telecommunication Number";;"ch02a.html#Heading574";1
"XTN";8;"Extended Telecommunication Number";;"ch02a.html#Heading604";0
"XTN";9;"Extended Telecommunication Number";;"ch02a.html#Heading577";0
"XTN";10;"XTN";;"ch02A.html#Heading834";0
"XTN";20;"Telefon";;;0
"XTN";60;"Extended Telecommunication Number";;"ch02A.html#Heading577";0
"XTN";61;"Extended Telecommunication Number";;"ch02a.html#Heading577";0
"XTN";81;"Extended Telecommunication Number";;"ch02a.html#Heading534";0
"XTN";91;"Extended Telecommunication Number";;"ch02a.html#Heading577";0
"XTN";92;"Extended Telecommunication Number";;"ch02a.html#Heading582";0
